ticker,date,sentiment_mean,sentiment_sum,news_count,ppos_mean,pneg_mean
AMZN,2025-08-26,0.26983926031565253,11.60308819357306,43,0.5532163983687411,0.2833771380530887
AMZN,2025-08-27,0.2800968608922429,12.60435874015093,45,0.5794560542537106,0.29935919336146777
AMZN,2025-08-28,0.231710190456864,8.573277046903968,37,0.5557620838989277,0.32405189344206364
AMZN,2025-08-29,0.2174367679334763,7.827723645605147,36,0.45110278364477885,0.23366601571130252
GOOGL,2025-06-02,0.4766200613230467,0.4766200613230467,1,0.5039304494857788,0.0273103881627321
GOOGL,2025-06-24,0.24679288914370717,8.144165341742337,33,0.4761537527665496,0.2293608636228424
GOOGL,2025-06-25,0.19944613293518088,7.379506918601693,37,0.5030118364438012,0.3035657035086203
GOOGL,2025-06-26,0.6195868554181958,23.544300505891442,38,0.7666082037122626,0.1470213482940667
GOOGL,2025-06-27,0.4462310005677864,17.849240022711456,40,0.6114288032054901,0.16519780263770367
GOOGL,2025-06-30,0.30349509674398345,25.79708322323859,85,0.5549445494790287,0.2514494527350453
GOOGL,2025-07-01,0.8945982307195663,0.8945982307195663,1,0.9377256035804749,0.0431273728609085
GOOGL,2025-07-23,-1.5735626220703125e-05,-1.5735626220703125e-05,1,0.4946430027484894,0.4946587383747101
GOOGL,2025-07-24,0.36465957456014375,4.011255320161581,11,0.5487513416870073,0.18409176712686362
GOOGL,2025-07-25,0.3668079396048861,22.74209225550294,62,0.5849601670258469,0.2181522274209607
GOOGL,2025-07-28,0.47261980764935135,33.556006343103945,71,0.6655170337205202,0.19289722607116883
GOOGL,2025-07-29,0.36431289365158437,17.122706001624465,47,0.6169798898887127,0.2526669962371283
GOOGL,2025-07-30,0.18593223321628063,8.73881496116519,47,0.49316728313235525,0.3072350499160746
GOOGL,2025-08-18,0.7861013039946556,0.7861013039946556,1,0.8874801397323608,0.1013788357377052
GOOGL,2025-08-25,0.23202413163909857,10.209061792120337,44,0.5339667405509814,0.3019426089118827
GOOGL,2025-08-26,0.2528207300660702,16.433347454294562,65,0.5170380614697934,0.26421733140372305
GOOGL,2025-08-27,0.4111389520764351,20.556947603821754,50,0.655290110334754,0.24415115825831887
GOOGL,2025-08-28,0.2468014891463809,10.118861055001616,41,0.5347200638909893,0.2879185747446083
GOOGL,2025-08-29,0.2452903268647126,10.792774382047355,44,0.538986491674388,0.29369616480967536
MSFT,2025-06-24,0.1460789909081844,3.505895781796426,24,0.49200049073745805,0.34592149982927367
MSFT,2025-06-25,0.11771148461848498,5.885574230924249,50,0.49603819243609903,0.37832670781761407
MSFT,2025-06-26,0.3153241616114974,15.76620808057487,50,0.6139829594641923,0.29865879785269495
MSFT,2025-06-27,0.28156451844552066,9.010064590256661,32,0.5908557849470526,0.3092912665015319
MSFT,2025-06-30,0.3867386611512838,30.16561556980014,78,0.6249063591926526,0.2381676980413687
MSFT,2025-07-15,0.5349661987274886,0.5349661987274886,1,0.5542341470718384,0.0192679483443498
MSFT,2025-07-24,0.1875313671086641,3.18803324084729,17,0.4881784587221987,0.3006470916135346
MSFT,2025-07-25,0.4157778714739141,17.462670601904392,42,0.6483493364815202,0.23257146500760598
MSFT,2025-07-28,0.3956382848555222,34.816169067285955,88,0.597615198909559,0.20197691405403678
MSFT,2025-07-29,0.3055922208157809,17.418756586499512,57,0.6020770743489265,0.2964848535331456
MSFT,2025-07-30,0.20217481164787063,7.884817654266954,39,0.5497603120330052,0.3475855003851346
MSFT,2025-08-25,0.3076307194818172,19.073104607872665,62,0.5849825535420208,0.2773518340602036
MSFT,2025-08-26,0.3195224696726993,13.73946619592607,43,0.6046988359804071,0.28517636630770765
MSFT,2025-08-27,0.2139993166515174,11.127964465878904,52,0.5307206623256207,0.31672134567410326
MSFT,2025-08-28,0.3950502736094807,16.59211149159819,42,0.5956065266260079,0.20055625301652716
MSFT,2025-08-29,0.1772938009393825,7.800927241332829,44,0.46098459719426255,0.28369079625488003
NVDA,2025-06-25,-0.09014310617931189,-1.0817172741517427,12,0.31452078015233076,0.4046638863316427
NVDA,2025-06-26,0.2269298683087795,17.700529728084803,78,0.5562913061047976,0.32936143779601806
NVDA,2025-06-27,0.23290689498008715,9.782089589163661,42,0.5567719673826581,0.3238650724025709
NVDA,2025-06-30,0.3495374008909696,37.75003929622471,108,0.584237209641961,0.23469980875099145
NVDA,2025-07-01,0.8945982307195663,0.8945982307195663,1,0.9377256035804749,0.0431273728609085
NVDA,2025-07-24,0.21447993523130815,3.217199028469622,15,0.51604221885403,0.3015622836227218
NVDA,2025-07-25,0.4184504570439458,20.92252285219729,50,0.6392881541699171,0.2208376971259713
NVDA,2025-07-28,0.4774627542239614,38.19702033791691,80,0.694435310875997,0.21697255665203552
NVDA,2025-07-29,0.42589375329318274,24.275943937711418,57,0.6481094615566626,0.2222157082634798
NVDA,2025-07-30,0.15830193051979655,6.648681081831455,42,0.5258590061040151,0.3675570755842186
NVDA,2025-08-26,0.2882381602456527,8.070668486878276,28,0.5541217518039048,0.26588359155825203
NVDA,2025-08-27,0.11621106280753873,8.483407584950328,73,0.45190329051079,0.3356922277032512
NVDA,2025-08-28,0.2449843429434949,19.108778749592602,78,0.49397520849911064,0.24899086555561573
NVDA,2025-08-29,0.2735808722009616,19.150661054067314,70,0.49461451385702404,0.2210336416560624
